# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3300, i.e. number of multipoles equal to 3299
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 112 4.0777039017e-10 1.2325769862e-13 -4.0864098279e-12 0.0000000000e+00 7.6839052995e-12 1.2381629416e-12 -5.6330284323e-15
 113 4.1214781484e-10 1.2481684233e-13 -4.1691924996e-12 0.0000000000e+00 7.5004105274e-12 1.2149868616e-12 -5.5838692504e-15
 114 4.1654405221e-10 1.2633495869e-13 -4.2511290646e-12 0.0000000000e+00 7.3229199203e-12 1.1924570499e-12 -5.5666324101e-15
 115 4.2095827748e-10 1.2781019480e-13 -4.3321461268e-12 0.0000000000e+00 7.1512657538e-12 1.1705581292e-12 -5.5766753315e-15
 116 4.2538954554e-10 1.2924069341e-13 -4.4121699162e-12 0.0000000000e+00 6.9852347004e-12 1.1492694805e-12 -5.6089375542e-15
 117 4.2983678728e-10 1.3062459356e-13 -4.4911263179e-12 0.0000000000e+00 6.8245665278e-12 1.1285650898e-12 -5.6579310150e-15
 118 4.3429880588e-10 1.3196003126e-13 -4.5689409001e-12 0.0000000000e+00 6.6689527979e-12 1.1084133941e-12 -5.7177303244e-15
 119 4.3877427305e-10 1.3324514013e-13 -4.6455389424e-12 0.0000000000e+00 6.5180355654e-12 1.0887771284e-12 -5.7819630444e-15
 120 4.4326172534e-10 1.3447805206e-13 -4.7208454636e-12 0.0000000000e+00 6.3714060765e-12 1.0696131720e-12 -5.8437999657e-15
 121 4.4775956041e-10 1.3565689782e-13 -4.7947852507e-12 0.0000000000e+00 6.2286034677e-12 1.0508723951e-12 -5.8959453843e-15
 122 4.5226626112e-10 1.3677994747e-13 -4.8672843675e-12 0.0000000000e+00 6.0892172685e-12 1.0325112047e-12 -5.9320704962e-15
 123 4.5678110504e-10 1.3784604827e-13 -4.9382748206e-12 0.0000000000e+00 5.9532111259e-12 1.0145280226e-12 -5.9513222840e-15
 124 4.6130353047e-10 1.3885423895e-13 -5.0076904894e-12 0.0000000000e+00 5.8206342881e-12 9.9693076198e-13 -5.9543208461e-15
 125 4.6583291412e-10 1.3980361624e-13 -5.0754657335e-12 0.0000000000e+00 5.6915206918e-12 9.7972544689e-13 -5.9417648350e-15
 126 4.7036856921e-10 1.4069333671e-13 -5.1415354325e-12 0.0000000000e+00 5.5658884906e-12 9.6291615234e-13 -5.9144332758e-15
 127 4.7490974356e-10 1.4152261848e-13 -5.2058350261e-12 0.0000000000e+00 5.4437395842e-12 9.4650494441e-13 -5.8731873828e-15
 128 4.7945561769e-10 1.4229074304e-13 -5.2683005544e-12 0.0000000000e+00 5.3250591469e-12 9.3049182031e-13 -5.8189723777e-15
 129 4.8400530295e-10 1.4299705696e-13 -5.3288686977e-12 0.0000000000e+00 5.2098151566e-12 9.1487464846e-13 -5.7528193070e-15
 130 4.8855783959e-10 1.4364097373e-13 -5.3874768168e-12 0.0000000000e+00 5.0979579236e-12 8.9964910857e-13 -5.6758468593e-15
 131 4.9311219489e-10 1.4422197546e-13 -5.4440629928e-12 0.0000000000e+00 4.9894196194e-12 8.8480863171e-13 -5.5892631830e-15
 132 4.9766726122e-10 1.4473961470e-13 -5.4985660675e-12 0.0000000000e+00 4.8841138056e-12 8.7034434039e-13 -5.4943677039e-15
 133 5.0222185418e-10 1.4519351617e-13 -5.5509256833e-12 0.0000000000e+00 4.7819349627e-12 8.5624498863e-13 -5.3925529426e-15
 134 5.0677471069e-10 1.4558337857e-13 -5.6010823233e-12 0.0000000000e+00 4.6827580187e-12 8.4249690204e-13 -5.2853063321e-15
 135 5.1132448708e-10 1.4590897631e-13 -5.6489773514e-12 0.0000000000e+00 4.5864378785e-12 8.2908391790e-13 -5.1742120353e-15
 136 5.1586975721e-10 1.4617016129e-13 -5.6945530524e-12 0.0000000000e+00 4.4928089521e-12 8.1598732522e-13 -5.0609527625e-15
 137 5.2040901055e-10 1.4636686468e-13 -5.7377526720e-12 0.0000000000e+00 4.4016846838e-12 8.0318580484e-13 -4.9473115890e-15
 138 5.2494065031e-10 1.4649909870e-13 -5.7785204568e-12 0.0000000000e+00 4.3128570808e-12 7.9065536949e-13 -4.8351737728e-15
 139 5.2946299150e-10 1.4656695833e-13 -5.8168016947e-12 0.0000000000e+00 4.2260962423e-12 7.7836930386e-13 -4.7265285716e-15
 140 5.3397441478e-10 1.4657060674e-13 -5.8525417845e-12 0.0000000000e+00 4.1411996364e-12 7.6630412380e-13 -4.6230897717e-15
 141 5.3847384945e-10 1.4651022596e-13 -5.8856832539e-12 0.0000000000e+00 4.0581465600e-12 7.5445826157e-13 -4.5251100610e-15
 142 5.4296033600e-10 1.4638606450e-13 -5.9161685142e-12 0.0000000000e+00 3.9769585077e-12 7.4283516892e-13 -4.4324494137e-15
 143 5.4743287386e-10 1.4619845501e-13 -5.9439408374e-12 0.0000000000e+00 3.8976506612e-12 7.3143744479e-13 -4.3449451017e-15
 144 5.5189042046e-10 1.4594781589e-13 -5.9689443897e-12 0.0000000000e+00 3.8202317209e-12 7.2026681197e-13 -4.2624111936e-15
 145 5.5633189024e-10 1.4563465300e-13 -5.9911242665e-12 0.0000000000e+00 3.7447037366e-12 7.0932409378e-13 -4.1846380551e-15
 146 5.6075615374e-10 1.4525956133e-13 -6.0104265260e-12 0.0000000000e+00 3.6710619391e-12 6.9860919072e-13 -4.1113918480e-15
 147 5.6516203663e-10 1.4482322665e-13 -6.0267982238e-12 0.0000000000e+00 3.5992945713e-12 6.8812105716e-13 -4.0424140303e-15
 148 5.6954831876e-10 1.4432642718e-13 -6.0401874466e-12 0.0000000000e+00 3.5293827194e-12 6.7785767798e-13 -3.9774208555e-15
 149 5.7391373320e-10 1.4377003527e-13 -6.0505433470e-12 0.0000000000e+00 3.4613001444e-12 6.6781604525e-13 -3.9161028727e-15
 150 5.7825696530e-10 1.4315501907e-13 -6.0578161771e-12 0.0000000000e+00 3.3950131132e-12 6.5799213490e-13 -3.8581244260e-15
 151 5.8257665172e-10 1.4248244419e-13 -6.0619573229e-12 0.0000000000e+00 3.3304802297e-12 6.4838088337e-13 -3.8031231541e-15
